instruction,input,output
입주가사근로자로 근무하고 있다 보니 근로시간과 휴게시간의 경계가 애매합니다. 입주가사근로자의 휴게시간은 어떻게 되나요?,"근로/노동, 해고근로자","입주가사근로자는 「근로기준법」 제54조의 내용이 적용되어 「근로기준법」에 따라 휴게시간을 부여받습니다. ◇ 가사근로자의 휴게 ☞ “휴게”란 근로시간 도중에 근로자가 자유로이 이용할 수 있는 시간을 말합니다. 다만, 입주가사근로자만 「근로기준법」 제54조의 내용이 적용되며 그 외 가사근로자에게는 적용이 제외됩니다. 가사근로자의 구분 휴게시간의 부여 입주가사근로자 √ 근로시간이 4시간인 경우에는 30분 이상, 8시간인 경우에는 1시간 이상의 휴게시간을 근로시간 도중에 부여해야 합니다. √ 이용계약을 통해 연속적인 휴게시간을 보장받을 수 있습니다."
가정에 방문하여 가사서비스를 제공하는 가사근로자입니다. 근무 중 이용자한테 심한 욕설이 섞인 핀잔을 들었는데 저는 어떠한 도움을 받을 수 있을까요?,"근로/노동, 해고근로자","가사서비스란 가정 내에서 이루어지는 가정생활의 유지 및 관리에 필요한 업무를 수행하는 것을 의미하므로, 가사근로자는 가정 내에서 가사서비스를 제공받는 이용자의 폭언으로 건강장해가 발생하거나 발생할 현저한 우려가 있는 경우에 가사서비스 제공기관에게 적절한 조치를 요구할 수 있습니다. ◇ 고객의 폭언 ☞ “고객의 폭언”이란 주로 고객을 직접 대면하는 업무에 종사하는 고객응대근로자에 대하여 고객의 폭언, 폭행, 그 밖에 적정 범위를 벗어난 신체적 정신적 고통을 유발하는 행위를 의미합니다. ◇ 이용자의 폭언 관련 가사서비스 제공기관의 조치 의무 ☞ 가사근로자는 가정 내에서 가사서비스를 제공받는 이용자의 폭언 그 밖에 적정 범위를 벗어난 신체적 정신적 고통을 유발하는 행위로 건강장해가 발생하거나 발생할 현저한 우려가 있는 경우에 가사서비스 제공기관에게 적절한 조치를 요구할 수 있습니다. ☞ 가사서비스 제공기관은 업무와 관련하여 고객 등 제3자의 폭언등으로 근로자에게 건강장해가 발생하거나 발생할 현저한 우려가 있는 경우에는 다음과 같은 조치가 취해지도록 해야 합니다. 업무의 일시적 중단 또는 전환 폭언으로 인한 건강장해 관련 치료 및 상담 지원 관할 수사기관 또는 법원에 증거물 증거서류를 제출하는 등 폭언으로 인한 고소, 고발 또는 손해배상 청구 등을 하는 데 필요한 지원 ☞ 가사서비스 제공기관은 가사근로자가 불편사항이나 고충 등을 제기하였다는 이유로 가사근로자에게 불이익한 조치를 해서는 안 됩니다. ◇ 위반 시 제재 ☞ 가사서비스 제공기관의 사업주가 가사근로자에게 필요한 조치를 하지 않은 경우 1천만원 이하의 과태료가 부과됩니다. ☞ 가사서비스..."
근로계약서를 작성하고 집에 돌아와서 근로계약서 상 급여를 실제근로시간으로 나눠보니 시간당 최저임금보다 적은 금액이 책정되었습니다. 가사근로자는 최저임금을 적용받지 못하나요?,"근로/노동, 해고근로자","아니요! 최저임금액에 미치지 못하는 금액을 임금으로 정한 부분은 무효로 하며, 이 경우 무효로 된 부분은 「최저임금법」으로 정한 최저임금액과 동일한 임금을 지급하기로 한 것으로 봅니다. ◇ 「최저임금법」의 적용 ☞ 「최저임금법」은 근로자를 사용하는 모든 사업 또는 사업장에 적용합니다. ☞ 최저임금의 적용을 받는 가사근로자와 가사서비스 제공기관 사이의 근로계약 중 최저임금액에 미치지 못하는 금액을 임금으로 정한 부분은 무효로 하며, 이 경우 무효로 된 부분은 「최저임금법」으로 정한 최저임금액과 동일한 임금을 지급하기로 한 것으로 봅니다. ◇ 위반 시 제재 ☞ 위의 내용을 위반한 가사서비스 제공기관의 사용자는 3년 이하의 징역 또는 2천만원 이하의 벌금에 처해집니다. 법인의 대표자, 대리인, 사용인, 그 밖의 종업원이 그 법인의 업무에 관해서 위의 위반행위를 하면 그 행위자를 벌하는 외에 그 법인도 벌금형에 처해집니다. ◇ 가사서비스 제공기관의 최저임금 준수 의무 ☞ 가사서비스 제공기관이 고용노동부의 인증을 받기 위해서는 가사근로자에게 「최저임금법」 제5조에 따른 최저임금액 이상의 임금을 지급할 것이 요구됩니다."
"직업소개소를 통해 소개를 받아 가사근로자로 근무하는 사람입니다. 4대 보험 가입이 가능한 가사근로자가 있다고 하던데, 어떤 차이가 있는지 궁금합니다.","근로/노동, 해고근로자","「직업안정법」 등 다른 법률에 따라 가사서비스를 제공하고 있는 경우와 달리, 가사서비스 제공기관과 근로계약을 체결하여 근무하는 가사근로자는 4대 보험(고용보험, 산업재해보상보험, 국민건강보험 및 국민연금)에 가입이 보장됩니다. 다만 각 보험의 법률에서 가입 대상이 아닌 가사근로자는 제외되므로 해당 조건을 충족하는지 확인하셔야 합니다. ◇ 4대 사회보험의 가입 ☞ 「가사근로자의 고용개선 등에 관한 법률」에 따른 가사서비스 제공기관의 인증을 받기 위해서는 가사근로자에 대한 다음의 보험 및 연금에 모두 가입할 것이 요구됩니다. 「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」에 따른 고용보험 및 산업재해보상보험 「국민건강보험법」에 따른 국민건강보험 「국민연금법」에 따른 국민연금 ☞ 다만 해당 법률에 따른 가입대상이 아닌 가사근로자는 위의 보험 및 연금 가입에서 제외됩니다."
저는 외국인이고 결혼할 사람은 한국인인 경우 저의 본국에서 본국법에 따라 혼인신고를 하면 그 혼인신고는 한국에서도 유효한가요?,"복지, 한부모가족","국제결혼에서 결혼의 혼인적령 등 내용적 요건은 각자의 본국법에 따르고, 혼인신고 등의 형식적 방식은 결혼이 이루어지는 지역의 법이나 당사자 일방의 본국법에 따릅니다. 다만, 외국에서 대한민국 국민과 외국인이 외국방식에 의해 결혼 절차를 마친 후에라도 대한민국 국민의 가족관계등록부에 결혼사실이 기재되기 위해서는 대한민국 「민법」에 따른 혼인신고를 해야 합니다. ◇ 결혼의 내용적 성립요건 ☞ 결혼을 하는 양 당사자는 결혼의 내용적 성립요건에 관해 각자의 본국법에 따릅니다. ※ ＜예시＞ 대한민국 국민과 미국인이 결혼하는 경우 대한민국 국민에게는 대한민국의 「민법」이 적용되고, 미국인에게는 미국의 「가족법」이 적용됩니다. ☞ 이 경우 양 당사자는 각자의 본국법이 요구하는 내용적 성립요건을 갖추면 되는 것이지, 상대방의 본국법에서 요구하는 내용적인 성립요건까지 모두 갖추어야 하는 것은 아닙니다. ◇ 결혼의 형식적 성립요건 ☞ 결혼의 방식은 혼인을 한 곳의 법 또는 당사자 중 한쪽의 본국법에 따릅니다. 다만, 대한민국에서 혼인을 하는 경우에 당사자 중 한쪽이 대한민국 국민인 때에는 대한민국의 법에 따릅니다."
외국인이 대한민국 국민과 혼인하면 곧바로 대한민국의 국적을 취득하게 되나요?,"복지, 한부모가족","외국인이 대한민국 국민과 혼인해서 대한민국에 거주하게 되면 대한민국 국민의 배우자로서의 지위를 가지게 되지만 곧바로 대한민국의 국적을 취득하는 것은 아닙니다. 다만, 대한민국 국민인 배우자와 적법하게 혼인신고를 한 후 대한민국에서 2년 거주 또는 3년 경과 1년 거주한 외국인의 경우에는 간이귀화를 통해 대한민국 국적을 취득할 수 있습니다. ◇ 간이귀화의 요건 ☞ 국민인 배우자와 결혼한 상태일 것 ☞ 대한민국에 계속해서 거주할 것 ☞ 대한민국의 「민법」상 성년(19세)일 것 ☞ 법령을 준수하는 등 품행이 단정할 것 ☞ 자신의 자산이나 기능에 의하거나 생계를 같이하는 가족에 의존하여 생계를 유지할 능력이 있을 것 ☞ 국어능력과 대학민국의 풍습에 대한 이해 등 대한민국 국민으로서 기본 소양을 갖추고 있을 것 ☞ 귀화를 허가하는 것이 국가안전보장 질서유지 또는 공공복리를 해치지 않는다고 법무부장관이 인정할 것 ◇ 간이귀화 허가 신청 ☞ 대한민국 국민인 배우자와 혼인신고를 하고 정상적인 결혼생활을 하고 있는 외국인이 간이귀화 허가를 신청하려면 귀화허가 신청서에 외국인임을 증명하는 서류 등을 첨부해서 출입국 외국인청장, 출입국 외국인사무소장, 출입국 외국인청 출장소장 또는 출입국 외국인사무소 출장소장에게 제출하면 됩니다."
국제결혼을 한 후 대한민국 국적을 취득하기 전에 부득이한 사유로 이혼한 경우 체류기간을 연장받을 수 없나요?,"복지, 한부모가족","대한민국 국민인 배우자의 사망 실종, 이혼 등으로 혼인관계가 지속되기 어려운 경우에는 그 사유를 입증하는 서류를 제출해 혼인단절(F-6-3)자격으로 체류기간을 연장할 수 있습니다. ◇ 배우자 사망 이혼 등으로 혼인단절 시 (F-6-3)자격으로 체류기간 연장허가 신청 ☞ 대한민국 국민과 결혼한 외국인이 대한민국에 거주하던 중 배우자가 사망 또는 실종하거나 배우자의 귀책사유로 이혼한 경우에도 체류자격을 연장받을 수 있습니다. ☞ 이 경우 배우자의 사망 입증서류, 이혼 관련 소송서류 등 일정한 입증서류를 제출하면 이를 심사해서 체류기간을 연장해 주고 있습니다."
대한민국의 국적을 취득하기 전이라도 국민건강보험에 가입할 수 있나요?,"복지, 한부모가족","대한민국에 거주하는 외국인도 불법체류자, 외국인미등록자, 강제퇴거명령서 발급자가 아니라면 건강보험에 가입할 수 있습니다. ◇ 외국인의 국민건강보험 가입 ☞ 외국인의 직장가입자 요건 국내에 체류하는 외국인도 적용대상사업장의 근로자, 공무원 또는 교직원이면서 「주민등록법」 제6조제1항제3호에 따라 등록한 사람, 「재외동포의 출입국과 법적 지위에 관한 법률」 제6조에 따라 국내거소신고를 한 사람 또는 「출입국관리법」 제31조에 따라 외국인등록을 한 사람의 경우에는 직장가입자가 됩니다. 다만, 다음의 어느 하나에 해당하는 경우에는 직장가입자가 될 수 없습니다. 1. 고용 기간이 1개월 미만인 일용근로자 2. 선거에 당선되어 취임하는 공무원으로서 매월 보수 또는 보수에 준하는 급료를 받지 않는 사람 3. 비상근 근로자 또는 1개월 동안의 소정근로시간이 60시간 미만인 단시간근로자 4. 비상근 교직원 또는 1개월 동안의 소정근로시간이 60시간 미만인 시간제공무원 및 교직원 5. 소재지가 일정하지 않은 사업자의 근로자 및 사용자 6. 근로자가 없거나 3.에 따른 사람만을 고용하고 있는 사업장의 사업주 ☞ 외국인의 지역가입자 요건 직장가입자에 해당하지 않는 국내체류 외국인이 다음의 요건을 모두 갖춘 경우에는 지역가입자가 됩니다. √ 6개월 이상의 기간 동안 국내에 거주하였거나 6개월 이상의 기간 동안 국내에 지속적으로 거주할 것으로 예상할 수 있는 사유로서 다음의 어느 하나에 해당될 것 1. 「출입국관리법」 제10조제2호에 따른 영주자격을 받은 경우 2. 「출입국관리법 시행령」 별표 1의2 제21호에 따른 비전문취업(E-9)의 체류자격을 받은 경우 3. 「출입국관리법 시행령」 별표 1의2 제27호에 따른..."
본국의 운전면허증을 이미 가지고 있는데 대한민국의 운전면허증을 취득하려면 처음부터 다시 시험을 봐야 하나요?,"복지, 한부모가족","대한민국에서 자동차를 운전하려면 공인된 시험을 거쳐 운전면허증을 취득해야 합니다. 다만, 본국에서 이미 취득한 운전면허증이 있으면 운전면허시험의 일부가 면제됩니다. 또한, 외국인이 본국에서 국제운전면허증을 발급받은 경우에는 대한민국에 입국한 날부터 1년 동안 대한민국의 운전면허증 없이도 운전을 할 수 있습니다. ◇ 운전면허 시험의 면제 ☞ 운전면허시험에 응시하려는 외국인 중 ① 대한민국에 주민등록이 된 사람, ② 외국인등록을 했거나 면제된 사람, ③ 난민인정자, ④ 재외동포로서 국내거소신고를 한 사람이 외국면허증을 가진 경우에는 운전면허시험의 일부가 면제됩니다. ※ ""외국면허증""이란? ① 외국의 권한 있는 기관에서 발급한 운전면허증으로서 ② 그 운전면허증을 발급한 국가에서 90일을 초과하여 체류하면서 그 체류기간 동안 취득한 것으로서 ③ 임시면허증이나 연습면허증이 아닌 것을 말합니다. ☞ 외국면허증을 가지고 있는 외국인이 대한민국 운전면허증을 취득하려는 경우 그 외국면허증을 발급한 국가가 ‘대한민국면허 인정국가’인지에 따라 대한민국 운전면허시험에서 면제되는 범위가 달라집니다. ◇ 국제운전면허증 또는 상호인정외국면허증에 의한 운전 ☞ 국제운전면허증 또는 상호인정외국면허증을 발급받은 사람은 대한민국의 운전면허를 받지 않아도 대한민국에 입국한 날부터 1년 동안 그 국제운전면허증 또는 상호인정외국면허증으로 자동차와 원동기장치자전거를 운전할 수 있습니다. 이 경우 그 국제운전면허증 또는 상호인정외국면허증에 기재된 자동차의 종류만 운전할 수 있습니다."
결혼이민자가 외국에 있는 부모님이나 친지를 초청하려면 어떻게 해야 하나요?,"복지, 한부모가족",외국에 있는 결혼이민자의 가족 친지가 대한민국을 방문하기 위해서는 사증(VISA)이 필요합니다. 이 경우 직접 그 국가의 재외공관에 신청해서 사증을 발급받을 수 있습니다. ◇ 사증(VISA) 발급에 의한 입국 ☞ 대한민국 국민과 결혼한 외국인의 가족 친지가 대한민국에 입국하기 위해서는 직접 재외공관(대한민국의 대사관 또는 영사관을 말함)에 신청해서 사증을 발급받아야 합니다. 보통 관광이나 친지방문으로 입국할 경우에는 3개월 간 체류할 수 있는 단기방문(C-3)자격의 사증을 발급받게 됩니다. ☞ 단기방문(C-3) 사증을 신청하는 경우 대한민국에 있는 외국인으로부터 초청장 및 신원보증서(대한민국에서 공증을 받은 것을 말함) 등 방문 목적을 증명하는 서류를 미리 받아서 사증 발급 신청을 할 때 함께 제출하면 보다 쉽게 사증을 발급받을 수 있습니다.
남편이 교통사고로 사망했는데 시어머니와 시누이가 재산을 모두 가져가고 저에게는 아무것도 주지 않았습니다. 저도 남편의 재산을 상속받을 수 있나요?,"복지, 한부모가족","대한민국 국민인 배우자가 사망한 경우 생존한 배우자(외국인)는 대한민국 「민법」에 따라 재산상속권을 취득합니다. 사망한 배우자에게 직계비속과 직계존속이 있는 경우에는 그 상속인과 같은 순위로 공동상속인이 되고, 그 상속인이 없을 때에는 단독상속인이 됩니다. ◇ 대한민국 「민법」상 상속 순위 ☞ 상속은 다음의 순위에 따라 이루어지는데, 배우자는 항상 상속인이 됩니다. 1. 피상속인의 직계비속(자기로부터 직계로 이어져 내려가는 혈족으로서 아들, 딸, 손자, 증손 등을 말함) 2. 피상속인의 직계존속(조상으로부터 직계로 내려와 자기에 이르는 사이의 혈족으로서 부모, 조부모 등을 말함) 3. 피상속인의 형제자매 4. 피상속인의 4촌 이내의 방계혈족 ◇ 배우자의 상속 순위 ☞ 생존한 배우자는 항상 상속인이 되는데, 피상속인에게 직계비속과 직계존속이 있는 경우에는 그 상속인과 같은 순위로 공동상속인이 되고, 그 상속인이 없을 때에는 단독상속인이 됩니다."
다문화가족의 범위는 어떻게 되나요?,"복지, 한부모가족","""다문화가족""이란 다음 어느 하나에 해당하는 가족을 말합니다. 1. 결혼이민자와 「국적법」에 따른 출생, 인지, 귀화를 통해 대한민국 국적을 취득한 자로 이루어진 가족 2. 「국적법」에 따른 인지, 귀화를 통해 대한민국 국적을 취득한 자와 「국적법」에 따른 출생, 인지, 귀화를 통해 대한민국 국적을 취득한 자로 이루어진 가족 대한민국 국민과 사실혼 관계에서 출생한 자녀를 양육하고 있는 다문화가족 구성원에 대해서도 다문화가족 지원 규정이 적용됩니다."
곧 출산합니다. 아이의 출생신고는 어떻게 해야 하나요?,"복지, 한부모가족","출생의 신고는 출생 후 1개월 이내에 해야 합니다. 출생신고를 할 때는 부득이한 사유가 있는 경우를 제외하고는 의사 조산사 그 밖에 분만에 관여한 사람이 작성한 출생증명서를 첨부해야 합니다. ◇ 출생신고 ☞ 출생신고서에는 의사, 조산사가 작성한 출생증명서를 첨부해야 합니다. 다만, 다음의 어느 하나에 해당하는 서면을 첨부하는 경우에는 그러하지 않습니다. 분만에 직접 관여한 자가 모의 출산사실을 증명할 수 있는 자료 등을 첨부하여 작성한 출생사실을 증명하는 서면 국내 또는 외국의 권한 있는 기관에서 발행한 출생사실을 증명하는 서면 ※ 출생증명서 또는 서면을 첨부할 수 없는 경우에는 가정법원의 출생확인을 받고 그 확인서를 받은 날부터 1개월 이내에 출생의 신고를 해야 합니다."
결혼식만 올리고 혼인신고는 하지 않은 상태입니다. 남편의 폭력이 심해 헤어지려고 하는데 어떻게 해야 하나요?,"복지, 한부모가족",결혼식만 올리고 혼인신고를 하지 않은 사실혼 부부는 헤어지는 데 특별한 절차가 요구되지 않습니다. 따라서 이혼절차를 거칠 필요 없이 당사자 간 합의나 일방적 통보의 방법으로 형식에 구애 없이 사실혼 관계를 해소시킬 수 있습니다.
대한민국으로 시집 온 지 4년이 지났습니다. 대한민국 국적을 취득하려면 어떻게 해야 하나요?,"복지, 한부모가족","대한민국 국적을 취득한 사실이 없는 외국인은 법무부장관의 귀화허가(歸化許可)를 받아 대한민국 국적을 취득할 수 있습니다. 귀화방법에는 일반귀화, 간이귀화 및 특별귀화가 있는데 질문자의 경우 간이귀화의 방법으로 보다 용이하게 대한민국 국적을 취득할 수 있습니다. ◇ 간이귀화 요건 ☞ 배우자가 대한민국의 국민인 외국인이 다음 어느 하나에 해당하면 5년 이상 계속하여 대한민국에 주소가 있지 않아도 귀화허가를 받을 수 있습니다. 1. 그 배우자와 혼인한 상태로 대한민국에 2년 이상 계속하여 주소가 있는 사람 2. 그 배우자와 혼인한 후 3년이 지나고 혼인한 상태로 대한민국에 1년 이상 계속하여 주소가 있는 사람 3. 1.이나 2.의 기간을 채우지 못하였으나, 그 배우자와 혼인한 상태로 대한민국에 주소를 두고 있던 중 그 배우자의 사망이나 실종 또는 그 밖에 자신에게 책임이 없는 사유로 정상적인 혼인 생활을 할 수 없었던 사람으로서 1.이나 2.의 잔여기간을 채웠고 법무부장관이 상당(相當)하다고 인정하는 사람 4. 1.이나 2.의 요건을 충족하지 못하였으나, 그 배우자와의 혼인에 따라 출생한 미성년의 자(子)를 양육하고 있거나 양육해야 할 사람으로서 1.이나 2.의 기간을 채웠고 법무부장관이 상당하다고 인정하는 사람"
다문화가족은 어떤 지원을 받을 수 있나요?,"복지, 한부모가족",다문화가족은 지방자치단체 또는 다문화가족지원센터를 통해 다음과 같은 지원을 받을 수 있습니다. 1. 다문화가족에 대한 이해 증진 2. 생활정보 제공 및 교육 지원 3. 가정폭력 피해자에 대한 보호 지원 4. 의료 및 건강관리 지원 5. 아동 청소년 보육 교육 지원 6. 다국어 서비스 제공
"언어, 생활습관의 차이 등으로 아이 양육에 어려움을 겪고 있어요. 아이 양육에 관해 도움을 받을 수 있나요?","복지, 한부모가족","☞ 언어 문화차이 등으로 자녀양육에 어려움을 겪고 있는 만 12세 미만의 자녀(단, 초등학교 재학 중인 아동의 경우 만 12세 초과 가능)를 양육하고 있는 다문화가족은 자녀양육전반에 걸친 교육 및 상담 서비스를 제공 받을 수 있습니다. ☞ 지원 내용은 다음과 같습니다. 1. 자녀양육 관련 상담 및 정보제공 2. 자녀양육 역량강화 교육 3. 가족상담 등 상담 지원 4. 그 밖에 한국에 필요한 기본정보제공 ☞ 다문화가족 구성원인 아동은 초등학교 취학 전 양육 및 교육 지원, 한국어교육을 위한 교재지원 및 학습지원 등 언어능력 재고를 위해 필요한 지원을 받을 수 있 습니다. ☞ 또한, 다문화가족 구성원인 아동은 학교생활에 신속히 적응할 수 있도록 학과 외 또는 방과 후 교육 프로그램 등을 지원받을 수 있습니다."
한국말이 서툴러서 일상생활이 어려워요. 한국어교육을 받을 수 있는 방법을 알려주세요.,"복지, 한부모가족","한국어 교육을 받을 수 있는 방법에는 결혼이민자지원센터를 통한 집합교육 및 방문교육이 있고, 그 외에도 국립국제교육원 등을 통한 온라인교육이나 방송교육이 있습니다."
필리핀에서 시집 온 주부입니다. 영어를 가르치는 일을 하여 가계에 도움이 되고 싶은데 방법을 알려주세요.,"복지, 한부모가족",다문화가족은 대한민국에서 생활하는데 필요한 직업교육 훈련 및 언어소통 능력 향상을 위한 한국어교육 등을 다문화가족지원센터별로 지역환경 및 결혼이민자의 특성 등에 따라 직업교육과 관련한 프로그램을 제공받을 수 있습니다. 구분 내용 여성새로일하기센터 √ 결혼이민여성 인턴 √ 결혼이민여성 직업교육 √ 새일센터 인턴 √ 새일센터 직업교육훈련 다문화가족지원센터 √ 결혼이민자 취업지원 지역 새마을부녀회 √ 결혼이민자 지도자 양성 교육 한국보건복지인력개발원 √ 외국의료인 진료코디네이터 양성
가정폭력을 당하고 있어요. 해결 방법을 알려주세요.,"복지, 한부모가족","가정폭력의 피해를 입은 경우에는 가정폭력상담소에서 상담 또는 임시보호를 받거나 가정폭력보호시설에서 보호받을 수 있습니다. 또한, 피해자 본인 가족 친지 또는 상담소나 보호시설의 장 등이 요청하면 치료보호를 받을 수 있습니다. 가정폭력가해자를 고소할 수 있음은 물론입니다. ◇ 체류기간 연장허가의 특례 ☞ 법무부장관은 가정폭력을 이유로 법원의 재판, 수사기관의 수사 또는 그 밖의 법률에 따른 권리구제 절차가 진행 중인 대한민국 국민의 배우자인 외국인이 체류기간 연장허가를 신청한 경우에는 그 권리구제 절차가 종료할 때까지 체류기간 연장을 허가할 수 있으며, 이 체류 연장기간이 만료한 후에도 피해 회복 등을 위해 필요하다고 인정하는 경우에 체류기간 연장허가를 할 수 있습니다."
저희 아버지는 일찍 돌아가시고 어머니는 가출하여 저는 지금 할머니와 함께 살며 중학교에 다니고 있습니다. 저도 한부모가족 지원을 받을 수 있나요?,"복지, 한부모가족","부모의 사망, 가출 등으로 할아버지 할머니가 만 18세 미만의 자, 고등학교 또는 대학 등에 재학 중인 경우에는 만 22세 미만을 말하되, 「병역법」에 따른 병역의무를 이행하고 취학 중인 경우에는 병역의무를 이행한 기간을 가산한 연령 미만의 자를 양육하는 경우에도 한부모가족으로 지원을 받을 수 있습니다. ◇ 조손가족 모자가족 또는 부자가족 외에도 부모의 사망 등으로 (외)조부 또는 (외)조모가 만18세 미만(취학 시 만22세, 「병역법」에 따른 병역의무를 이행하고 취학 중인 경우에는 병역의무를 이행한 기간을 가산한 연령 미만)의 다음의 어느 하나에 해당하는 아동을 양육하는 경우로서 매년 여성가족부장관이 고시하는 소득기준에 부합하는 때에는 한부모가족 지원대상자가 됩니다. 부모가 사망하거나 생사가 분명하지 않은 아동 부모가 정신 또는 신체의 장애 질병으로 장기간 노동능력을 상실하여 부양을 받을 수 없는 아동 부모가 6개월 이상 장기복역 등으로 인해 부양을 받을 수 없는 아동 부모가 이혼하거나 유기하여 부양을 받을 수 없는 아동 부모가 가정의 불화 등으로 가출하여 부모의 부양을 받을 수 없는 아동 그 밖에 부모가 실직 등으로 장기간 경제적 능력을 상실하여 부양을 받을 수 없는 아동"
남편과 이혼 후 8살짜리 아들과 어렵게 살고 있습니다. 이런 경우 국가에서 양육비를 지원해준다고 하던데 어떻게 받을 수 있나요?,"복지, 한부모가족","한부모가족은 최저생계비, 소득수준 및 재산정도 등에 따라 아동양육비 아동교육지원비 생활보조금 등의 복지 급여를 받을 수 있습니다. ◇ 한부모가족 지원 신청 한부모가족 지원대상자에 해당하여 한부모가족으로 복지급여 등의 지원을 받으려면 다음에 해당하는 사람이 거주지역 주민센터에 신청을 해야 합니다. 지원대상자 또는 그 친족 한부모가족복지시설의 종사자 사회복지 전담 공무원 지원대상자의 자녀가 재학하는 학교의 교사 ◇ 복지급여의 종류 지원종류 지원대상 지원금액 아동양육비 소득인정액이 기준 중위소득 60% 이하인 가족의 만 18세 미만 자녀 자녀 1명당 월 20만원 추가 아동양육비 소득인정액이 기준 중위소득 60% 이하인 조손 및 만 35세 이상 미혼 한부모가족의 만 5세 이하 아동 자녀 1명당 월 5만원 소득인정액이 기준 중위소득 60% 이하인 만 25세 이상 34세 이하 청년 한부모가족의 만 5세 이하 아동 자녀 1명당 월 10만원 소득인정액이 기준 중위소득 60% 이하인 만 25세 이상 34세 이하 청년 한부모가족의 만 6세 이하18세 미만 아동 자녀 1명당 월 5만원 아동교육지원비 (학용품비) 소득인정액이 기준 중위소득 60% 이하인 가족의 중 고등학생 자녀 자녀 1명당 연 8.3만원 생계비 (생활보조금) 한부모가족복지시설에 입소한 가족 중 소득인정액이 기준 중위소득 60% 이하인 가족 가구당 월 5만원"
1천만원 미만을 기부금 모집 목표액으로 정하여 기부금품 모집 등록을 하지 않고 기부금 모집을 하고 있었습니다. 그런데 기부금 모집 중에 실제 기부금 모집액이 1천만원을 훌쩍 넘어버렸는데요. 이처럼 기부금품 모집 등록을 하지 않고 기부금을 모집하다가 기부금 모집 중간에 모집액이 1천만원을 넘는 경우는 어떻게 해야 하나요?,"복지, 한부모가족","1천만원 이상의 기부금품을 모집하려는 자는 미리 행정자치부장관 또는 특별시장 광역시장 도지사 특별자치도지사에게 기부금품 모집 등록을 해야 하고, 모집 등록을 하지 않고 1년 이내의 기간 중에 1천만원 이상을 모집한 경우에는 즉시 모집을 중단하고 그 초과분을 기부자에게 반납해야 합니다. ◇ 기부금품의 모집 등록 ☞ 1천만원 이상의 기부금품을 모집하려는 자는 모집 사용계획서를 작성하여 행정자치부장관 또는 특별시장 광역시장 도지사 특별자치도지사에게 기부금품 모집 등록을 해야 합니다. ☞ 따라서 1천만원 이상의 기부금품 모집에 대해서만 등록의무를 부과하고 있으므로, 1천만원 미만의 기부금품 모집은 「기부금품의 모집 및 사용에 관한 법률」의 적용대상이 아닙니다. ◇ 기부금품의 모집 등록을 하지 않은 경우 ☞ 1천만원은 특정한 모집목적으로 1년 이내의 기간 중에 모집하려는 모집 목표액의 총액을 말하며, 모집자는 모금액이 당초 목표액에 도달하는 즉시 모집을 중단해야 합니다. ☞ 만약, 실제 모집액이 1천만원 이상이 된 경우에는 초과분을 즉시 기부자에게 반납해야 합니다."
"연봉 2,900만원의 직장 여성입니다. 저도 암검진 비용을 지원받을 수 있을까요?","복지, 한부모가족","의료수급권자와 국민건강보험료를 일정 금액 이하로 내는 건강보험가입자 및 그 피부양자는 암검진 비용을 지원받을 수 있습니다. ◇ 암검진 비용 지원 대상자 ☞ 암검진 비용 지원 대상자는 의료급여수급권자와 국민건강보험료 선정기준액(하위 50% 수준) 이하에 해당하는 건강보험가입자 및 그 피부양자입니다. ◇ 암검진 비용 지원 ☞ 암검진 대상자 중 의료급여수급권자의 암검진에 소요되는 비용(이하 “검진비용”이라 함)은 국가와 지방자치단체가 각각 50%를 부담합니다. ※ 다만, 서울특별시는 국가가 30%, 지방자치단체가 70%를 부담합니다. ☞ 암검진 대상자 중 국민건강보험 가입자 및 피부양자의 검진비용은 국가 및 지방자치단체가 각각 5%를 부담하고, 국민건강보험공단이 90%을 부담합니다. ※ 다만, 서울특별시는 국가가 3%, 지방자치단체가 7%를 부담합니다. ※ 국민건강보험 가입자의 자궁경부암 및 대장암 검진비용은 국민건강보험공단이 전액 부담합니다."
